SL 1X36G 2,54;2
SL 1X40W 2,54;1
BL 2X10G8 2,54;1
GS 28P-S;1
8,0000-HC49U-S;1
1/4W 10K;1
AKL 059-02;1
NK 236W;1
KERKO 22P;2
SM 100/16RAD;1
Z5U-5 100N;3
ATMEGA 328P-PU;1
JUMPER 2,54 BL;1
