1/4W 1,0K;1
1/4W 470;1
1/4W 2,2K;1
1/4W 4,7K;2
1/4W 10K;1
1/4W 22K;1
1/4W 47K;1
PS 25/3G BR;1
BL 1X20G8 2,54;1
SL 1X36G 2,54;1
SDH 2,4 BL;1
